// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd
// command took 1.62s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd
// command took 11.96s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd
// command took 2.22s and exited with 0
// start dotnet publish -c Release  --no-build --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd
// command took 1.09s and exited with 0
// ***** Done, took 00:00:17 (17.25 sec)   *****
// Found 6 benchmarks:
//   DictionaryPerf.DeserializeDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.DeserializeIDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.DeserializeIReadOnlyDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.SerializeDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.SerializeIDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.SerializeIReadOnlyDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: DictionaryPerf.DeserializeDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\repos\corefx\artifacts\bin\runtime\9f02e737-4657-4516-a212-5d3e6b9c90d3\CoreRun.exe "63adafb0-baa2-447d-a36d-1fee4f1cc4bd.dll" --benchmarkName "SerializerDictSupport.DictionaryPerf.DeserializeDict" --job "Runtime=Core, Toolchain=CoreRun" --benchmarkId 0 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd\bin\Release\netcoreapp3.0\publish
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Job-ARKSIY(Runtime=Core)

WorkloadPilot    9: 4096 op, 4992300.00 ns, 1.2188 us/op
WorkloadPilot   10: 8192 op, 10596100.00 ns, 1.2935 us/op
WorkloadPilot   11: 16384 op, 20345500.00 ns, 1.2418 us/op
WorkloadPilot   12: 32768 op, 39264800.00 ns, 1.1983 us/op
WorkloadPilot   13: 65536 op, 77173700.00 ns, 1.1776 us/op
WorkloadPilot   14: 131072 op, 105490000.00 ns, 804.8248 ns/op
WorkloadPilot   15: 262144 op, 215604100.00 ns, 822.4644 ns/op
WorkloadPilot   16: 524288 op, 307152700.00 ns, 585.8473 ns/op
WorkloadPilot   17: 1048576 op, 610413000.00 ns, 582.1352 ns/op

OverheadWarmup   1: 1048576 op, 3631200.00 ns, 3.4630 ns/op
OverheadWarmup   2: 1048576 op, 3714300.00 ns, 3.5422 ns/op
OverheadWarmup   3: 1048576 op, 3717500.00 ns, 3.5453 ns/op
OverheadWarmup   4: 1048576 op, 3865200.00 ns, 3.6861 ns/op
OverheadWarmup   5: 1048576 op, 3678300.00 ns, 3.5079 ns/op
OverheadWarmup   6: 1048576 op, 3938000.00 ns, 3.7556 ns/op
OverheadWarmup   7: 1048576 op, 3794700.00 ns, 3.6189 ns/op

OverheadActual   1: 1048576 op, 3720300.00 ns, 3.5480 ns/op
OverheadActual   2: 1048576 op, 3947800.00 ns, 3.7649 ns/op
OverheadActual   3: 1048576 op, 3607900.00 ns, 3.4408 ns/op
OverheadActual   4: 1048576 op, 3782000.00 ns, 3.6068 ns/op
OverheadActual   5: 1048576 op, 3689300.00 ns, 3.5184 ns/op
OverheadActual   6: 1048576 op, 3758400.00 ns, 3.5843 ns/op
OverheadActual   7: 1048576 op, 3647000.00 ns, 3.4781 ns/op
OverheadActual   8: 1048576 op, 3737200.00 ns, 3.5641 ns/op
OverheadActual   9: 1048576 op, 3844500.00 ns, 3.6664 ns/op
OverheadActual  10: 1048576 op, 3669100.00 ns, 3.4991 ns/op
OverheadActual  11: 1048576 op, 3891700.00 ns, 3.7114 ns/op
OverheadActual  12: 1048576 op, 3799500.00 ns, 3.6235 ns/op
OverheadActual  13: 1048576 op, 3705500.00 ns, 3.5338 ns/op
OverheadActual  14: 1048576 op, 3723900.00 ns, 3.5514 ns/op
OverheadActual  15: 1048576 op, 3877800.00 ns, 3.6982 ns/op

WorkloadWarmup   1: 1048576 op, 607669600.00 ns, 579.5189 ns/op
WorkloadWarmup   2: 1048576 op, 610393700.00 ns, 582.1168 ns/op
WorkloadWarmup   3: 1048576 op, 606778000.00 ns, 578.6686 ns/op
WorkloadWarmup   4: 1048576 op, 610317800.00 ns, 582.0444 ns/op
WorkloadWarmup   5: 1048576 op, 605846900.00 ns, 577.7806 ns/op
WorkloadWarmup   6: 1048576 op, 607527800.00 ns, 579.3837 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 606297800.00 ns, 578.2106 ns/op
WorkloadActual   2: 1048576 op, 613080800.00 ns, 584.6794 ns/op
WorkloadActual   3: 1048576 op, 610996600.00 ns, 582.6918 ns/op
WorkloadActual   4: 1048576 op, 608154100.00 ns, 579.9809 ns/op
WorkloadActual   5: 1048576 op, 617763200.00 ns, 589.1449 ns/op
WorkloadActual   6: 1048576 op, 604731000.00 ns, 576.7164 ns/op
WorkloadActual   7: 1048576 op, 621722900.00 ns, 592.9212 ns/op
WorkloadActual   8: 1048576 op, 619885300.00 ns, 591.1687 ns/op
WorkloadActual   9: 1048576 op, 611124400.00 ns, 582.8136 ns/op
WorkloadActual  10: 1048576 op, 596661400.00 ns, 569.0207 ns/op
WorkloadActual  11: 1048576 op, 609671000.00 ns, 581.4276 ns/op
WorkloadActual  12: 1048576 op, 612701700.00 ns, 584.3179 ns/op
WorkloadActual  13: 1048576 op, 609167000.00 ns, 580.9469 ns/op
WorkloadActual  14: 1048576 op, 597900000.00 ns, 570.2019 ns/op
WorkloadActual  15: 1048576 op, 603376200.00 ns, 575.4244 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 602560600.00 ns, 574.6466 ns/op
WorkloadResult   2: 1048576 op, 609343600.00 ns, 581.1153 ns/op
WorkloadResult   3: 1048576 op, 607259400.00 ns, 579.1277 ns/op
WorkloadResult   4: 1048576 op, 604416900.00 ns, 576.4169 ns/op
WorkloadResult   5: 1048576 op, 614026000.00 ns, 585.5808 ns/op
WorkloadResult   6: 1048576 op, 600993800.00 ns, 573.1524 ns/op
WorkloadResult   7: 1048576 op, 617985700.00 ns, 589.3571 ns/op
WorkloadResult   8: 1048576 op, 616148100.00 ns, 587.6046 ns/op
WorkloadResult   9: 1048576 op, 607387200.00 ns, 579.2496 ns/op
WorkloadResult  10: 1048576 op, 592924200.00 ns, 565.4566 ns/op
WorkloadResult  11: 1048576 op, 605933800.00 ns, 577.8635 ns/op
WorkloadResult  12: 1048576 op, 608964500.00 ns, 580.7538 ns/op
WorkloadResult  13: 1048576 op, 605429800.00 ns, 577.3829 ns/op
WorkloadResult  14: 1048576 op, 594162800.00 ns, 566.6378 ns/op
WorkloadResult  15: 1048576 op, 599639000.00 ns, 571.8603 ns/op
GC:  82 0 0 343932928 1048576

// AfterAll

Mean = 577.7471 ns, StdErr = 1.7723 ns (0.31%); N = 15, StdDev = 6.8642 ns
Min = 565.4566 ns, Q1 = 573.1524 ns, Median = 577.8635 ns, Q3 = 581.1153 ns, Max = 589.3571 ns
IQR = 7.9630 ns, LowerFence = 561.2079 ns, UpperFence = 593.0598 ns
ConfidenceInterval = [570.4088 ns; 585.0853 ns] (CI 99.9%), Margin = 7.3383 ns (1.27% of Mean)
Skewness = -0.1, Kurtosis = 2.14, MValue = 2

// **************************
// Benchmark: DictionaryPerf.SerializeIReadOnlyDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\repos\corefx\artifacts\bin\runtime\9f02e737-4657-4516-a212-5d3e6b9c90d3\CoreRun.exe "63adafb0-baa2-447d-a36d-1fee4f1cc4bd.dll" --benchmarkName "SerializerDictSupport.DictionaryPerf.SerializeIReadOnlyDict" --job "Runtime=Core, Toolchain=CoreRun" --benchmarkId 5 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd\bin\Release\netcoreapp3.0\publish
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Job-LTLKOP(Runtime=Core)

OverheadJitting  1: 1 op, 332200.00 ns, 332.2000 us/op
WorkloadJitting  1: 1 op, 19142200.00 ns, 19.1422 ms/op

OverheadJitting  2: 16 op, 693200.00 ns, 43.3250 us/op
WorkloadJitting  2: 16 op, 676800.00 ns, 42.3000 us/op

WorkloadPilot    1: 16 op, 32500.00 ns, 2.0312 us/op
WorkloadPilot    2: 32 op, 45700.00 ns, 1.4281 us/op
WorkloadPilot    3: 64 op, 112800.00 ns, 1.7625 us/op
WorkloadPilot    4: 128 op, 191900.00 ns, 1.4992 us/op
WorkloadPilot    5: 256 op, 389500.00 ns, 1.5215 us/op
WorkloadPilot    6: 512 op, 716000.00 ns, 1.3984 us/op
WorkloadPilot    7: 1024 op, 1490600.00 ns, 1.4557 us/op
WorkloadPilot    8: 2048 op, 2673500.00 ns, 1.3054 us/op
WorkloadPilot    9: 4096 op, 5264700.00 ns, 1.2853 us/op
WorkloadPilot   10: 8192 op, 11158200.00 ns, 1.3621 us/op
WorkloadPilot   11: 16384 op, 21403700.00 ns, 1.3064 us/op
WorkloadPilot   12: 32768 op, 41255900.00 ns, 1.2590 us/op
WorkloadPilot   13: 65536 op, 78569800.00 ns, 1.1989 us/op
WorkloadPilot   14: 131072 op, 88065800.00 ns, 671.8887 ns/op
WorkloadPilot   15: 262144 op, 169937700.00 ns, 648.2609 ns/op
WorkloadPilot   16: 524288 op, 303483000.00 ns, 578.8479 ns/op
WorkloadPilot   17: 1048576 op, 605042900.00 ns, 577.0139 ns/op

OverheadWarmup   1: 1048576 op, 3660500.00 ns, 3.4909 ns/op
OverheadWarmup   2: 1048576 op, 3681100.00 ns, 3.5106 ns/op
OverheadWarmup   3: 1048576 op, 3675400.00 ns, 3.5051 ns/op
OverheadWarmup   4: 1048576 op, 3702100.00 ns, 3.5306 ns/op
OverheadWarmup   5: 1048576 op, 3689400.00 ns, 3.5185 ns/op

OverheadActual   1: 1048576 op, 3973800.00 ns, 3.7897 ns/op
OverheadActual   2: 1048576 op, 3644700.00 ns, 3.4759 ns/op
OverheadActual   3: 1048576 op, 3630500.00 ns, 3.4623 ns/op
OverheadActual   4: 1048576 op, 3683700.00 ns, 3.5131 ns/op
OverheadActual   5: 1048576 op, 3652700.00 ns, 3.4835 ns/op
OverheadActual   6: 1048576 op, 3858500.00 ns, 3.6798 ns/op
OverheadActual   7: 1048576 op, 3669200.00 ns, 3.4992 ns/op
OverheadActual   8: 1048576 op, 3869600.00 ns, 3.6903 ns/op
OverheadActual   9: 1048576 op, 3644000.00 ns, 3.4752 ns/op
OverheadActual  10: 1048576 op, 3825200.00 ns, 3.6480 ns/op
OverheadActual  11: 1048576 op, 3739000.00 ns, 3.5658 ns/op
OverheadActual  12: 1048576 op, 3715700.00 ns, 3.5436 ns/op
OverheadActual  13: 1048576 op, 3700100.00 ns, 3.5287 ns/op
OverheadActual  14: 1048576 op, 3909700.00 ns, 3.7286 ns/op
OverheadActual  15: 1048576 op, 3656000.00 ns, 3.4866 ns/op

WorkloadWarmup   1: 1048576 op, 601510800.00 ns, 573.6454 ns/op
WorkloadWarmup   2: 1048576 op, 595505400.00 ns, 567.9182 ns/op
WorkloadWarmup   3: 1048576 op, 594009200.00 ns, 566.4913 ns/op
WorkloadWarmup   4: 1048576 op, 602520700.00 ns, 574.6085 ns/op
WorkloadWarmup   5: 1048576 op, 608688500.00 ns, 580.4906 ns/op
WorkloadWarmup   6: 1048576 op, 601646800.00 ns, 573.7751 ns/op
WorkloadWarmup   7: 1048576 op, 598406500.00 ns, 570.6849 ns/op
WorkloadWarmup   8: 1048576 op, 606524200.00 ns, 578.4266 ns/op
WorkloadWarmup   9: 1048576 op, 594030100.00 ns, 566.5112 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 592487300.00 ns, 565.0399 ns/op
WorkloadActual   2: 1048576 op, 594584300.00 ns, 567.0398 ns/op
WorkloadActual   3: 1048576 op, 593597600.00 ns, 566.0988 ns/op
WorkloadActual   4: 1048576 op, 608466500.00 ns, 580.2789 ns/op
WorkloadActual   5: 1048576 op, 608642100.00 ns, 580.4463 ns/op
WorkloadActual   6: 1048576 op, 595145400.00 ns, 567.5749 ns/op
WorkloadActual   7: 1048576 op, 615434700.00 ns, 586.9243 ns/op
WorkloadActual   8: 1048576 op, 616351400.00 ns, 587.7985 ns/op
WorkloadActual   9: 1048576 op, 600125300.00 ns, 572.3241 ns/op
WorkloadActual  10: 1048576 op, 593361800.00 ns, 565.8739 ns/op
WorkloadActual  11: 1048576 op, 592682000.00 ns, 565.2256 ns/op
WorkloadActual  12: 1048576 op, 600212600.00 ns, 572.4073 ns/op
WorkloadActual  13: 1048576 op, 601674500.00 ns, 573.8015 ns/op
WorkloadActual  14: 1048576 op, 591088600.00 ns, 563.7060 ns/op
WorkloadActual  15: 1048576 op, 600866900.00 ns, 573.0313 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 588787200.00 ns, 561.5112 ns/op
WorkloadResult   2: 1048576 op, 590884200.00 ns, 563.5111 ns/op
WorkloadResult   3: 1048576 op, 589897500.00 ns, 562.5701 ns/op
WorkloadResult   4: 1048576 op, 604766400.00 ns, 576.7502 ns/op
WorkloadResult   5: 1048576 op, 604942000.00 ns, 576.9176 ns/op
WorkloadResult   6: 1048576 op, 591445300.00 ns, 564.0462 ns/op
WorkloadResult   7: 1048576 op, 611734600.00 ns, 583.3956 ns/op
WorkloadResult   8: 1048576 op, 612651300.00 ns, 584.2698 ns/op
WorkloadResult   9: 1048576 op, 596425200.00 ns, 568.7954 ns/op
WorkloadResult  10: 1048576 op, 589661700.00 ns, 562.3452 ns/op
WorkloadResult  11: 1048576 op, 588981900.00 ns, 561.6969 ns/op
WorkloadResult  12: 1048576 op, 596512500.00 ns, 568.8787 ns/op
WorkloadResult  13: 1048576 op, 597974400.00 ns, 570.2728 ns/op
WorkloadResult  14: 1048576 op, 587388500.00 ns, 560.1773 ns/op
WorkloadResult  15: 1048576 op, 597166800.00 ns, 569.5026 ns/op
GC:  82 0 0 343932928 1048576

// AfterAll

Mean = 568.9761 ns, StdErr = 2.0617 ns (0.36%); N = 15, StdDev = 7.9849 ns
Min = 560.1773 ns, Q1 = 562.3452 ns, Median = 568.7954 ns, Q3 = 576.7502 ns, Max = 584.2698 ns
IQR = 14.4050 ns, LowerFence = 540.7378 ns, UpperFence = 598.3576 ns
ConfidenceInterval = [560.4397 ns; 577.5124 ns] (CI 99.9%), Margin = 8.5364 ns (1.50% of Mean)
Skewness = 0.68, Kurtosis = 2.01, MValue = 2

Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  results\overall\before\results\SerializerDictSupport.DictionaryPerf-report.csv
  results\overall\before\results\SerializerDictSupport.DictionaryPerf-report-github.md
  results\overall\before\results\SerializerDictSupport.DictionaryPerf-report.html
  results\overall\before\results\SerializerDictSupport.DictionaryPerf-report-full.json

// * Detailed results *
DictionaryPerf.DeserializeDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
Runtime = .NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 688.9133 ns, StdErr = 3.2492 ns (0.47%); N = 16, StdDev = 12.9966 ns
Min = 671.8939 ns, Q1 = 679.6494 ns, Median = 684.2050 ns, Q3 = 698.7680 ns, Max = 717.9143 ns
IQR = 19.1185 ns, LowerFence = 650.9716 ns, UpperFence = 727.4458 ns
ConfidenceInterval = [675.6802 ns; 702.1464 ns] (CI 99.9%), Margin = 13.2331 ns (1.92% of Mean)
Skewness = 0.63, Kurtosis = 2.28, MValue = 2
-------------------- Histogram --------------------
[667.381 ns ; 687.404 ns) | @@@@@@@@@
[687.404 ns ; 722.427 ns) | @@@@@@@
---------------------------------------------------

DictionaryPerf.DeserializeIDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
Runtime = .NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 690.3754 ns, StdErr = 3.7200 ns (0.54%); N = 29, StdDev = 20.0330 ns
Min = 660.6791 ns, Q1 = 670.4661 ns, Median = 692.8649 ns, Q3 = 708.5132 ns, Max = 727.7278 ns
IQR = 38.0471 ns, LowerFence = 613.3955 ns, UpperFence = 765.5838 ns
ConfidenceInterval = [676.7083 ns; 704.0424 ns] (CI 99.9%), Margin = 13.6671 ns (1.98% of Mean)
Skewness = 0.06, Kurtosis = 1.59, MValue = 3.08
-------------------- Histogram --------------------
[654.974 ns ; 675.564 ns) | @@@@@@@@@@@
[675.564 ns ; 690.502 ns) | @@@
[690.502 ns ; 705.979 ns) | @@@@@@@
[705.979 ns ; 733.433 ns) | @@@@@@@@
---------------------------------------------------

DictionaryPerf.DeserializeIReadOnlyDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
Runtime = .NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 702.5291 ns, StdErr = 5.0758 ns (0.72%); N = 16, StdDev = 20.3030 ns
Min = 678.4182 ns, Q1 = 688.5302 ns, Median = 698.9347 ns, Q3 = 707.8805 ns, Max = 751.9083 ns
IQR = 19.3504 ns, LowerFence = 659.5046 ns, UpperFence = 736.9061 ns
ConfidenceInterval = [681.8567 ns; 723.2014 ns] (CI 99.9%), Margin = 20.6723 ns (2.94% of Mean)
Skewness = 1.08, Kurtosis = 3.22, MValue = 2
-------------------- Histogram --------------------
[671.368 ns ; 687.154 ns) | @@@
[687.154 ns ; 701.254 ns) | @@@@@@@
[701.254 ns ; 728.079 ns) | @@@@
[728.079 ns ; 753.472 ns) | @@
---------------------------------------------------

DictionaryPerf.SerializeDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
Runtime = .NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 624.0895 ns, StdErr = 5.2599 ns (0.84%); N = 94, StdDev = 50.9962 ns
Min = 571.2457 ns, Q1 = 588.2858 ns, Median = 603.7885 ns, Q3 = 634.7779 ns, Max = 753.4304 ns
IQR = 46.4921 ns, LowerFence = 518.5477 ns, UpperFence = 704.5161 ns
ConfidenceInterval = [606.2153 ns; 641.9638 ns] (CI 99.9%), Margin = 17.8742 ns (2.86% of Mean)
Skewness = 1.16, Kurtosis = 2.99, MValue = 2.3
-------------------- Histogram --------------------
[561.432 ns ; 575.076 ns) | @@@
[575.076 ns ; 594.704 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[594.704 ns ; 614.349 ns) | @@@@@@@@@@@@@@@@@@@@@
[614.349 ns ; 636.560 ns) | @@@@@@@@@@@@
[636.560 ns ; 663.224 ns) | @@
[663.224 ns ; 682.851 ns) | @@@@@
[682.851 ns ; 703.723 ns) | @
[703.723 ns ; 723.351 ns) | @@@@@@@@@@
[723.351 ns ; 756.665 ns) | @@@@@
---------------------------------------------------

DictionaryPerf.SerializeIDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
Runtime = .NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 577.7471 ns, StdErr = 1.7723 ns (0.31%); N = 15, StdDev = 6.8642 ns
Min = 565.4566 ns, Q1 = 573.1524 ns, Median = 577.8635 ns, Q3 = 581.1153 ns, Max = 589.3571 ns
IQR = 7.9630 ns, LowerFence = 561.2079 ns, UpperFence = 593.0598 ns
ConfidenceInterval = [570.4088 ns; 585.0853 ns] (CI 99.9%), Margin = 7.3383 ns (1.27% of Mean)
Skewness = -0.1, Kurtosis = 2.14, MValue = 2
-------------------- Histogram --------------------
[563.021 ns ; 591.793 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

DictionaryPerf.SerializeIReadOnlyDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
Runtime = .NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 568.9761 ns, StdErr = 2.0617 ns (0.36%); N = 15, StdDev = 7.9849 ns
Min = 560.1773 ns, Q1 = 562.3452 ns, Median = 568.7954 ns, Q3 = 576.7502 ns, Max = 584.2698 ns
IQR = 14.4050 ns, LowerFence = 540.7378 ns, UpperFence = 598.3576 ns
ConfidenceInterval = [560.4397 ns; 577.5124 ns] (CI 99.9%), Margin = 8.5364 ns (1.50% of Mean)
Skewness = 0.68, Kurtosis = 2.01, MValue = 2
-------------------- Histogram --------------------
[557.344 ns ; 575.229 ns) | @@@@@@@@@@@
[575.229 ns ; 587.103 ns) | @@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17763.503 (1809/October2018Update/Redstone5)
Intel Core i7-7700 CPU 3.60GHz (Kaby Lake), 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=3.0.100-preview6-012096
  [Host]     : .NET Core 3.0.0-preview6-27727-02 (CoreCLR 3.0.19.27471, CoreFX 4.700.19.27408), 64bit RyuJIT
  Job-MPWNJU : .NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT

Runtime=Core  Toolchain=CoreRun  

|                   Method |     Mean |     Error |    StdDev |   Median |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|------------------------- |---------:|----------:|----------:|---------:|-------:|------:|------:|----------:|
|          DeserializeDict | 688.9 ns | 13.233 ns | 12.997 ns | 684.2 ns | 0.0992 |     - |     - |     416 B |
|         DeserializeIDict | 690.4 ns | 13.667 ns | 20.033 ns | 692.9 ns | 0.0992 |     - |     - |     416 B |
| DeserializeIReadOnlyDict | 702.5 ns | 20.672 ns | 20.303 ns | 698.9 ns | 0.0992 |     - |     - |     416 B |
|            SerializeDict | 624.1 ns | 17.874 ns | 50.996 ns | 603.8 ns | 0.0782 |     - |     - |     328 B |
|           SerializeIDict | 577.7 ns |  7.338 ns |  6.864 ns | 577.9 ns | 0.0782 |     - |     - |     328 B |
|   SerializeIReadOnlyDict | 569.0 ns |  8.536 ns |  7.985 ns | 568.8 ns | 0.0782 |     - |     - |     328 B |

// * Warnings *
MultimodalDistribution
  DictionaryPerf.DeserializeIDict: Runtime=Core, Toolchain=CoreRun -> It seems that the distribution can have several modes (mValue = 3.08)

// * Hints *
Outliers
  DictionaryPerf.DeserializeDict: Runtime=Core, Toolchain=CoreRun          -> 3 outliers were removed (763.22 ns..831.73 ns)
  DictionaryPerf.DeserializeIDict: Runtime=Core, Toolchain=CoreRun         -> 1 outlier  was  removed (770.10 ns)
  DictionaryPerf.DeserializeIReadOnlyDict: Runtime=Core, Toolchain=CoreRun -> 1 outlier  was  removed (907.51 ns)
  DictionaryPerf.SerializeDict: Runtime=Core, Toolchain=CoreRun            -> 6 outliers were removed (830.72 ns..944.28 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:03:05 (185.46 sec), executed benchmarks: 6

Global total time: 00:03:22 (202.72 sec), executed benchmarks: 6
// * Artifacts cleanup *
